FIPS,Admin2,Population,Death by 03/09/2023,deaths_by_pop
13137,Habersham,45328,290,639.7811507
39087,Lawrence,59463,290,487.6982325
21125,Laurel,60813,290,476.8717215
54033,Harrison,67256,290,431.1882955
42009,Bedford,47888,289,603.4914801
28109,Pearl River,55535,289,520.3925452
22101,St. Mary,49348,288,583.610278
47107,McMinn,53794,288,535.3756925
39101,Marion,65093,287,440.9076245
51069,Frederick,89313,287,321.3417979
37147,Pitt,180742,287,158.7898773
24015,Cecil,102855,286,278.0613485
18093,Lawrence,45370,285,628.1683932
45055,Kershaw,66551,285,428.2430016
48497,Wise,69984,285,407.2359396
51019,Bedford,78997,285,360.7731939
48397,Rockwall,104915,285,271.6484773
21107,Hopkins,44686,284,635.5458085
5005,Baxter,41932,283,674.9022226
13031,Bulloch,79608,283,355.4919104
39145,Scioto,75314,282,374.4323765
48277,Lamar,49859,281,563.5893219
41071,Yamhill,107100,281,262.3716153
42061,Huntingdon,45144,280,620.2374623
48347,Nacogdoches,65204,280,429.4215079
1033,Colbert,55241,279,505.0596477
20155,Reno,61998,279,450.0145166
13071,Colquitt,45600,278,609.6491228
36101,Steuben,95379,278,291.468772
47123,Monroe,46545,277,595.1229992
42037,Columbia,64964,277,426.3900006
2170,Matanuska-Susitna,108317,277,255.730864
22117,Washington,46194,276,597.4801922
6087,Santa Cruz,273213,276,101.0200832
20169,Saline,54224,275,507.1555031
17199,Williamson,66597,275,412.9315134
29031,Cape Girardeau,78871,275,348.670614
26055,Grand Traverse,93088,275,295.4193881
22045,Iberia,69830,274,392.3814979
51165,Rockingham,81948,273,333.1380876
16005,Bannock,87808,273,310.9056122
42121,Venango,50668,272,536.8279782
44009,Washington,125577,272,216.6001736
53057,Skagit,129205,272,210.5181688
47145,Roane,53382,271,507.6617586
5085,Lonoke,73309,270,368.3040282
18005,Bartholomew,83779,270,322.2764655
55055,Jefferson,84769,270,318.5126638
47043,Dickson,53948,269,498.6283087
26155,Shiawassee,68122,269,394.8797745
55141,Wood,72999,268,367.1283168
40051,Grady,55834,267,478.2032453
42065,Jefferson,43425,266,612.5503742
40019,Carter,48111,266,552.8881129
55135,Waupaca,50990,266,521.6709159
48373,Polk,51353,265,516.0360641
26111,Midland,83156,265,318.6781471
36015,Chemung,83456,265,317.532592
47167,Tipton,61599,264,428.578386
13059,Clarke,128331,264,205.718026
51171,Shenandoah,43616,263,602.9897285
29161,Phelps,44573,263,590.0432998
39143,Sandusky,58518,263,449.4343621
37061,Duplin,58741,263,447.7281626
37049,Craven,102139,263,257.492241
13009,Baldwin,44890,262,583.6489196
37087,Haywood,62317,262,420.431022
34033,Salem,62385,262,419.9727499
18173,Warrick,62998,262,415.8862186
1039,Covington,37049,261,704.4724554
48073,Cherokee,52646,261,495.7641606
51191,Washington,53740,261,485.6717529
48199,Hardin,57602,261,453.109267
1009,Blount,57826,261,451.3540622
13293,Upson,26320,259,984.0425532
1047,Dallas,37196,259,696.3114313
18065,Henry,47972,258,537.8137247
28087,Lowndes,58595,258,440.3106067
21029,Bullitt,81676,258,315.8822665
21071,Floyd,35589,256,719.3233864
1071,Jackson,51626,256,495.8741719
48001,Anderson,57735,256,443.4052135
18085,Kosciusko,79456,256,322.1908981
41035,Klamath,68238,255,373.6920777
48021,Bastrop,88723,254,286.284278
1123,Tallapoosa,40367,253,626.7495727
53027,Grays Harbor,75061,253,337.0591919
29213,Taney,55928,252,450.5793163
36009,Cattaraugus,76117,252,331.0692749
41059,Umatilla,77950,252,323.2841565
48189,Hale,33406,251,751.3620308
47003,Bedford,49713,251,504.8981152
38101,Ward,67641,251,371.0767138
24037,St. Mary's,113510,251,221.125892
39147,Seneca,55178,250,453.0791257
39083,Knox,62322,250,401.1424537
39037,Darke,51113,249,487.1559095
51143,Pittsylvania,60354,249,412.5658614
33017,Strafford,130633,249,190.6103358
37107,Lenoir,55949,248,443.2608268
28099,Neshoba,29118,247,848.2725462
22113,Vermilion,59511,247,415.0493186
39167,Washington,59911,247,412.2782127
26117,Montcalm,63888,247,386.6140746
12039,Gadsden,45660,246,538.7647832
5035,Crittenden,47955,246,512.9809196
47029,Cocke,36004,245,680.4799467
4023,Santa Cruz,46498,245,526.904383
1045,Dale,49172,245,498.2510372
17095,Knox,49699,245,492.9676653
1031,Coffee,52342,245,468.0753506
6017,El Dorado,192843,245,127.0463538
48401,Rusk,54406,244,448.4799471
17195,Whiteside,55175,244,442.2292705
39129,Pickaway,58457,243,415.6901654
45043,Georgetown,62680,243,387.6834716
42123,Warren,39191,242,617.4887091
6101,Sutter,96971,241,248.5279104
13277,Tift,40644,240,590.4930617
48013,Atascosa,51153,240,469.1806932
26037,Clinton,79595,240,301.5264778
21009,Barren,44249,239,540.1252006
51015,Augusta,75558,239,316.3132957
53025,Grant,97733,239,244.5438081
48049,Brown,37864,238,628.5653919
36057,Montgomery,49221,238,483.5334512
32510,Carson City,55916,238,425.6384577
26149,St. Joseph,60964,238,390.3943311
48203,Harrison,66553,238,357.6097246
20015,Butler,66911,238,355.6963728
26073,Isabella,69872,238,340.6228532
36075,Oswego,117124,238,203.2034425
51195,Wise,37383,237,633.9780114
51031,Campbell,54885,237,431.8119705
15001,Hawaii,201513,237,117.6102782
54019,Fayette,42406,236,556.52502
40071,Kay,43538,236,542.0552161
39005,Ashland,53484,236,441.253459
12131,Walton,74071,236,318.6132224
5093,Mississippi,40651,235,578.0915599
13275,Thomas,44451,235,528.6720209
35009,Curry,48954,235,480.0424889
21047,Christian,70461,235,333.5178326
48099,Coryell,75951,235,309.4100144
21095,Harlan,26010,234,899.6539792
21235,Whitley,36264,234,645.2680344
40121,Pittsburg,43654,234,536.0333532
42015,Bradford,60323,234,387.9117418
6103,Tehama,65084,234,359.5353697
17001,Adams,65435,234,357.6067854
45029,Colleton,37677,233,618.4144173
29091,Howell,40117,233,580.8011566
48349,Navarro,50113,233,464.9492148
28095,Monroe,35252,232,658.1186883
1001,Autauga,55869,232,415.2571193
39077,Huron,58266,232,398.1738921
51510,Alexandria,159428,232,145.5202348
5063,Independence,37825,231,610.7072042
39033,Crawford,41494,230,554.2970068
48481,Wharton,41556,230,553.4700164
47099,Lawrence,44142,230,521.0457161
5115,Pope,64072,230,358.9711574
27109,Olmsted,158293,230,145.3001712
50007,Chittenden,163774,230,140.4374321
35035,Otero,67490,228,337.8278263
47105,Loudon,54068,227,419.8416808
51067,Franklin,56042,227,405.0533528
53021,Franklin,95222,227,238.390288
26151,Sanilac,41170,226,548.9434054
45071,Newberry,38440,225,585.3277836
48249,Jim Wells,40482,225,555.8025789
26059,Hillsdale,45605,225,493.3669554
51185,Tazewell,40595,224,551.7920926
30063,Missoula,119600,224,187.2909699
47045,Dyer,37159,223,600.1237924
17121,Marion,37205,223,599.3818035
42031,Clarion,38438,223,580.1550549
29145,Newton,58236,223,382.9246514
36089,St. Lawrence,107740,223,206.9797661
13305,Wayne,29927,222,741.805059
19179,Wapello,34969,222,634.8480082
40041,Delaware,43009,222,516.171034
36069,Ontario,109777,222,202.2281534
55063,La Crosse,118016,222,188.1100868
42117,Tioga,40591,221,544.4556675
54079,Putnam,56450,221,391.4968999
55017,Chippewa,64658,220,340.2517863
55071,Manitowoc,78981,220,278.5480052
1021,Chilton,44428,219,492.932385
28149,Warren,45381,219,482.5808158
22009,Avoyelles,40144,218,543.0450379
54061,Monongalia,105612,218,206.4159376
47131,Obion,30069,217,721.6734843
40137,Stephens,43143,217,502.978467
18099,Marshall,46258,217,469.1080462
33001,Belknap,61303,217,353.9794137
13103,Effingham,64296,217,337.5015553
17037,DeKalb,104897,217,206.8695959
13279,Toombs,26830,216,805.0689527
48471,Walker,72971,216,296.0080032
13233,Polk,42613,215,504.5408678
55035,Eau Claire,104646,215,205.4545802
26023,Branch,43517,214,491.7618402
28151,Washington,43909,214,487.3716095
36043,Herkimer,61319,214,348.994602
35006,Cibola,26675,213,798.5004686
47055,Giles,29464,213,722.916101
47025,Claiborne,31959,213,666.4789261
48325,Medina,51584,213,412.9187345
55089,Ozaukee,89221,213,238.7330337
40111,Okmulgee,38465,212,551.1503965
37153,Richmond,44829,212,472.9081621
21019,Boyd,46718,212,453.7865491
21037,Campbell,93584,212,226.5344503
21193,Perry,25758,211,819.1629785
26057,Gratiot,40711,211,518.2874407
45025,Chesterfield,45650,211,462.2124863
37163,Sampson,63531,211,332.1213266
20103,Leavenworth,81758,211,258.0787201
5091,Miller,43257,210,485.4705597
8043,Fremont,47839,210,438.9723865
53009,Clallam,77331,209,270.2667753
39135,Preble,40882,208,508.7813708
54049,Marion,56072,208,370.9516336
36037,Genesee,57280,208,363.1284916
26067,Ionia,64697,208,321.4986785
27131,Rice,66972,208,310.5775548
51003,Albemarle,109330,208,190.2497027
13213,Murray,40096,206,513.7669593
47051,Franklin,42208,206,488.0591357
37083,Halifax,50010,206,411.9176165
54045,Logan,32019,205,640.2448546
21083,Graves,37266,205,550.0992862
37169,Stokes,45591,205,449.6501502
13047,Catoosa,67580,205,303.3441847
37109,Lincoln,86111,205,238.0648233
48067,Cass,30026,204,679.411177
48217,Hill,36649,204,556.6318317
5139,Union,38682,204,527.3770746
56013,Fremont,39261,204,519.5996027
42127,Wayne,51361,204,397.1885283
48265,Kerr,52600,204,387.8326996
18011,Boone,67843,204,300.69425
51173,Smyth,30104,203,674.3289928
5009,Boone,37432,203,542.3167343
22119,Webster,38340,203,529.4731351
39011,Auglaize,45656,203,444.6294025
39149,Shelby,48590,203,417.7814365
6109,Tuolumne,54478,203,372.6274827
36117,Wayne,89918,203,225.7612491
48241,Jasper,35529,202,568.5496355
27009,Benton,40889,202,494.0203967
47047,Fayette,41133,202,491.0898792
22115,Vernon,47429,202,425.899766
30049,Lewis and Clark,69432,202,290.932135
51179,Stafford,152882,202,132.1280465
5055,Greene,45325,201,443.463872
16017,Bonner,45739,201,439.4499224
12093,Okeechobee,42168,200,474.293303
27141,Sherburne,97238,200,205.6809066
13123,Gilmer,31369,199,634.3842647
54069,Ohio,41411,199,480.5486465
22099,St. Martin,53431,199,372.4429638
23003,Aroostook,67055,199,296.7713071
39015,Brown,43432,198,455.8850617
42099,Perry,46272,198,427.9045643
41011,Coos,64487,198,307.0386279
25011,Franklin,70180,198,282.1316614
29029,Camden,46305,197,425.4400173
28113,Pike,39288,196,498.8800652
48459,Upshur,41753,196,469.4273465
37111,McDowell,45756,196,428.3591223
53007,Chelan,77200,196,253.8860104
22041,Franklin,20015,195,974.269298
51083,Halifax,33911,195,575.0346495
28011,Bolivar,30628,194,633.4073397
13227,Pickens,32591,194,595.2563591
40119,Payne,81784,194,237.2102123
42067,Juniata,24763,193,779.388604
48147,Fannin,35514,193,543.4476544
29105,Laclede,35723,193,540.2681746
48227,Howard,36664,193,526.4019201
48223,Hopkins,37084,193,520.440082
44001,Bristol,48479,193,398.1105221
26015,Barry,61550,193,313.5662063
47177,Warren,41277,192,465.1500836
12075,Levy,41503,192,462.6171602
21073,Franklin,50991,192,376.5370359
31079,Hall,61353,192,312.9431324
40015,Caddo,28762,191,664.0706488
28093,Marshall,35294,191,541.1684706
26041,Delta,35784,191,533.7581042
29159,Pettis,42339,191,451.1207161
22095,St. John the Baptist,42837,191,445.8762285
39075,Holmes,43960,191,434.4858963
18145,Shelby,44729,191,427.0160299
27111,Otter Tail,58746,191,325.1285194
13261,Sumter,29524,190,643.5442352
39071,Highland,43161,190,440.2122286
27035,Crow Wing,65055,190,292.0605641
4009,Graham,38837,189,486.6493292
17177,Stephenson,44498,189,424.7381905
17029,Coles,50621,189,373.3628336
28071,Lafayette,54019,189,349.8768952
51121,Montgomery,98535,189,191.8100167
22069,Natchitoches,38158,188,492.688296
47013,Campbell,39842,188,471.8638623
